account_id,is_fraud
acc_297,0
acc_298,0
acc_299,0
acc_300,0
acc_301,0
acc_302,0
acc_303,1
acc_304,1
acc_305,0
acc_306,0
acc_307,0
acc_308,0
acc_309,0
acc_310,0
acc_311,0
acc_312,0
acc_313,0
acc_314,0
acc_315,0
acc_316,0
acc_317,0
acc_318,1
acc_319,0
acc_320,0
acc_321,0
acc_322,0
acc_323,0
acc_324,0
acc_325,0
acc_326,0
acc_327,0
acc_328,0
acc_329,0
acc_330,0
acc_331,0
acc_332,0
acc_333,0
acc_334,0
acc_335,0
acc_336,0
acc_337,0
acc_338,0
acc_339,0
acc_340,0
acc_341,0
acc_342,0
acc_343,0
acc_344,0
acc_345,0
acc_346,0
acc_347,1
acc_348,0
acc_349,0
acc_350,1
acc_351,0
acc_352,0
acc_353,0
acc_354,0
acc_355,0
acc_356,0
acc_357,0
acc_358,0
acc_359,0
acc_360,0
acc_361,0
acc_362,0
acc_363,0
acc_364,0
acc_365,1
acc_366,0
acc_367,0
acc_368,0
acc_369,0
acc_370,0
acc_371,1
acc_372,0
acc_373,1
acc_374,1
acc_375,0
acc_376,0
acc_377,0
acc_378,0
acc_379,0
acc_380,0
acc_381,1
acc_382,0
acc_383,0
acc_384,0
acc_385,0
acc_386,0
acc_387,1
acc_388,0
acc_389,0
acc_390,0
acc_391,1
acc_392,0
acc_393,0
acc_394,0
acc_395,1
acc_396,0
acc_397,0
acc_398,0
acc_399,0
acc_400,0
acc_401,0
acc_402,1
acc_403,0
acc_404,0
acc_405,1
acc_406,0
acc_407,0
acc_408,0
acc_409,0
acc_410,0
acc_411,0
acc_412,0
acc_413,0
acc_414,0
acc_415,1
acc_416,0
acc_417,1
acc_418,1
acc_419,0
acc_420,0
acc_421,0
acc_422,0
acc_423,0
acc_424,1
acc_425,0
acc_426,0
acc_427,0
acc_428,0
acc_429,0
acc_430,0
acc_431,0
acc_432,0
acc_433,0
acc_434,0
acc_435,0
acc_436,0
acc_437,0
acc_438,0
acc_439,0
acc_440,0
acc_441,0
acc_442,0
acc_443,0
acc_444,0
acc_445,0
acc_446,0
acc_447,0
acc_448,0
acc_449,0
acc_450,0
acc_451,1
acc_452,0
acc_453,0
acc_454,0
acc_455,0
acc_456,0
acc_457,0
acc_458,0
acc_459,0
acc_460,0
acc_461,1
acc_462,0
acc_463,0
acc_464,0
acc_465,0
acc_466,0
acc_467,0
acc_468,0
acc_469,0
acc_470,0
acc_471,0
acc_472,0
acc_473,0
acc_474,0
acc_475,0
acc_476,0
acc_477,0
acc_478,0
acc_479,0
acc_480,0
acc_481,0
acc_482,0
acc_483,0
acc_484,0
acc_485,0
acc_486,0
acc_487,0
acc_488,0
acc_489,0
acc_490,0
acc_491,0
acc_492,0
acc_493,0
acc_494,0
acc_495,0
acc_496,0
acc_497,0
acc_498,0
acc_499,0
acc_500,0
acc_501,0
acc_502,0
acc_503,1
acc_504,0
acc_505,0
acc_506,0
acc_507,0
acc_508,0
acc_509,0
acc_510,0
acc_511,0
acc_512,0
acc_513,0
acc_514,0
acc_515,0
acc_516,0
acc_517,1
acc_518,0
acc_519,0
acc_520,0
acc_521,0
acc_522,0
acc_523,0
acc_524,0
acc_525,0
acc_526,0
acc_527,0
acc_528,0
acc_529,0
acc_530,0
acc_531,0
acc_532,0
acc_533,1
acc_534,0
acc_535,0
acc_536,0
acc_537,0
acc_538,1
acc_539,0
acc_540,0
acc_541,0
acc_542,1
acc_543,0
acc_544,0
acc_545,1
acc_546,1
acc_547,0
acc_548,0
acc_549,0
acc_550,0
acc_551,0
acc_552,0
acc_553,1
acc_554,0
acc_555,0
acc_556,0
acc_557,0
acc_558,0
acc_559,0
acc_560,0
acc_561,0
acc_562,0
acc_563,0
acc_564,0
acc_565,0
acc_566,0
acc_567,0
acc_568,0
acc_569,0
acc_570,0
acc_571,0
acc_572,0
acc_573,0
acc_574,0
acc_575,0
acc_576,0
acc_577,0
acc_578,0
acc_579,0
acc_580,0
acc_581,0
acc_582,1
acc_583,0
acc_584,0
acc_585,0
acc_586,0
acc_587,1
acc_588,0
acc_589,0
acc_590,0
acc_591,0
acc_592,0
acc_593,0
acc_594,0
acc_595,0
acc_596,0
acc_597,0
acc_598,0
acc_599,0
acc_600,0
acc_601,0
acc_602,0
acc_603,0
acc_604,0
acc_605,0
acc_606,0
acc_607,0
acc_608,0
acc_609,0
acc_610,1
acc_611,0
acc_612,0
acc_613,0
acc_614,0
acc_615,0
acc_616,0
acc_617,0
acc_618,0
acc_619,0
acc_620,1
acc_621,0
acc_622,0
acc_623,0
acc_624,0
acc_625,0
acc_626,1
acc_627,0
acc_628,0
acc_629,0
acc_630,0
acc_631,0
acc_632,0
acc_633,0
acc_634,0
acc_635,0
acc_636,0
acc_637,0
acc_638,0
acc_639,1
acc_640,0
acc_641,0
acc_642,0
acc_643,0
acc_644,0
acc_645,0
acc_646,1
acc_647,0
acc_648,0
acc_649,0
acc_650,0
acc_651,0
acc_652,0
acc_653,1
acc_654,0
acc_655,0
acc_656,0
acc_657,1
acc_658,0
acc_659,0
acc_660,0
acc_661,0
acc_662,1
acc_663,0
acc_664,0
acc_665,0
acc_666,0
acc_667,0
acc_668,0
acc_669,0
acc_670,0
acc_671,0
acc_672,0
acc_673,0
acc_674,0
acc_675,0
acc_676,0
acc_677,0
acc_678,0
acc_679,0
acc_680,0
acc_681,0
acc_682,0
acc_683,0
acc_684,0
acc_685,0
acc_686,0
acc_687,0
acc_688,0
acc_689,0
acc_690,0
acc_691,0
acc_692,0
acc_693,0
acc_694,0
acc_695,0
acc_696,0
acc_697,0
acc_698,0
acc_699,0
acc_700,0
acc_701,0
acc_702,0
acc_703,0
acc_704,0
acc_705,0
acc_706,0
acc_707,0
acc_708,0
acc_709,0
acc_710,0
acc_711,0
acc_712,0
acc_713,0
acc_714,1
acc_715,0
acc_716,0
acc_717,0
acc_718,0
acc_719,0
acc_720,0
acc_721,0
acc_722,0
acc_723,0
acc_724,0
acc_725,0
acc_726,0
acc_727,0
acc_728,0
acc_729,0
acc_730,0
acc_731,0
acc_732,0
acc_733,0
acc_734,0
acc_735,1
acc_736,0
acc_737,0
acc_738,1
acc_739,0
acc_740,0
acc_741,0
acc_742,0
acc_743,0
acc_744,0
acc_745,0
acc_746,0
acc_747,0
acc_748,0
acc_749,0
acc_750,0
acc_751,0
acc_752,0
acc_753,0
acc_754,0
acc_755,0
acc_756,1
acc_757,0
acc_758,0
acc_759,1
acc_760,0
acc_761,0
acc_762,0
acc_763,0
acc_764,0
acc_765,0
acc_766,0
acc_767,0
acc_768,0
acc_769,0
acc_770,0
acc_771,0
acc_772,0
acc_773,0
acc_774,0
acc_775,0
acc_776,0
acc_777,0
acc_778,1
acc_779,0
acc_780,0
acc_781,0
acc_782,0
acc_783,1
acc_784,0
acc_785,0
acc_786,0
acc_787,0
acc_788,0
acc_789,0
acc_790,0
acc_791,0
acc_792,0
acc_793,0
acc_794,0
acc_795,0
acc_796,0
acc_797,0
acc_798,0
acc_799,0
acc_800,0
acc_801,0
acc_802,0
acc_803,0
acc_804,0
acc_805,0
acc_806,0
acc_807,0
acc_808,0
acc_809,1
acc_810,0
acc_811,0
acc_812,0
acc_813,0
acc_814,0
acc_815,0
acc_816,0
acc_817,0
acc_818,0
acc_819,0
acc_820,0
acc_821,0
acc_822,0
acc_823,0
acc_824,0
acc_825,0
acc_826,0
acc_827,0
acc_828,1
acc_829,0
acc_830,0
acc_831,0
acc_832,0
acc_833,0
acc_834,1
acc_835,0
acc_836,0
acc_837,0
acc_838,0
acc_839,0
acc_840,0
acc_841,0
acc_842,0
acc_843,1
acc_844,0
acc_845,0
acc_846,0
acc_847,0
acc_848,0
acc_849,0
acc_850,0
acc_851,0
acc_852,0
acc_853,0
acc_854,1
acc_855,0
acc_856,0
acc_857,0
acc_858,0
acc_859,0
acc_860,0
acc_861,1
acc_862,0
acc_863,0
acc_864,0
acc_865,0
acc_866,0
acc_867,0
acc_868,0
acc_869,0
acc_870,0
acc_871,0
acc_872,0
acc_873,0
acc_874,0
acc_875,0
acc_876,0
acc_877,0
acc_878,1
acc_879,0
acc_880,0
acc_881,0
acc_882,0
acc_883,0
acc_884,0
acc_885,0
acc_886,0
acc_887,0
acc_888,0
acc_889,0
acc_890,0
acc_891,0
acc_892,0
acc_893,0
acc_894,0
acc_895,0
acc_896,1
acc_897,0
acc_898,0
acc_899,1
acc_900,0
acc_901,0
acc_902,0
acc_903,0
acc_904,0
acc_905,0
acc_906,0
acc_907,0
acc_908,0
acc_909,0
acc_910,0
acc_911,0
acc_912,0
acc_913,0
acc_914,0
acc_915,0
acc_916,0
acc_917,0
acc_918,0
acc_919,0
acc_920,0
acc_921,0
acc_922,0
acc_923,0
acc_924,1
acc_925,0
acc_926,0
acc_927,0
acc_928,0
acc_929,1
acc_930,0
acc_931,0
acc_932,0
acc_933,0
acc_934,0
acc_935,0
acc_936,0
acc_937,0
acc_938,0
acc_939,0
acc_940,0
acc_941,0
acc_942,0
acc_943,0
acc_944,1
acc_945,0
acc_946,0
acc_947,0
acc_948,0
acc_949,0
acc_950,0
acc_951,0
acc_952,0
acc_953,0
acc_954,0
acc_955,0
acc_956,0
acc_957,0
acc_958,0
acc_959,0
acc_960,1
acc_961,1
acc_962,0
acc_963,0
acc_964,0
acc_965,0
acc_966,1
acc_967,0
acc_968,0
acc_969,0
acc_970,0
acc_971,0
acc_972,0
acc_973,0
acc_974,0
acc_975,0
acc_976,0
acc_977,0
acc_978,0
acc_979,0
acc_980,0
acc_981,0
acc_982,0
acc_983,0
acc_984,0
acc_985,0
acc_986,0
acc_987,0
acc_988,0
acc_989,0
acc_990,0
acc_991,0
acc_992,1
acc_993,0
acc_994,0
acc_995,0
acc_996,0
acc_997,0
acc_998,0
acc_999,0
acc_1000,0
acc_1001,1
acc_1002,0
acc_1003,0
acc_1004,0
acc_1005,0
acc_1006,0
acc_1007,0
acc_1008,0
acc_1009,1
acc_1010,0
acc_1011,0
acc_1012,0
acc_1013,0
acc_1014,0
acc_1015,1
acc_1016,0
acc_1017,0
acc_1018,1
acc_1019,0
acc_1020,0
acc_1021,0
acc_1022,1
acc_1023,0
acc_1024,0
acc_1025,0
acc_1026,0
acc_1027,0
acc_1028,0
acc_1029,0
acc_1030,0
acc_1031,0
acc_1032,0
acc_1033,0
acc_1034,1
acc_1035,0
acc_1036,0
acc_1037,0
acc_1038,0
acc_1039,1
acc_1040,0
acc_1041,0
acc_1042,0
acc_1043,0
acc_1044,0
acc_1045,0
acc_1046,0
acc_1047,0
acc_1048,0
acc_1049,0
acc_1050,0
acc_1051,0
acc_1052,0
acc_1053,0
acc_1054,0
acc_1055,0
acc_1056,0
acc_1057,0
acc_1058,1
acc_1059,0
acc_1060,0
acc_1061,0
acc_1062,0
acc_1063,0
acc_1064,0
acc_1065,0
acc_1066,0
acc_1067,1
acc_1068,0
acc_1069,0
acc_1070,0
acc_1071,0
acc_1072,0
acc_1073,0
acc_1074,0
acc_1075,0
acc_1076,0
acc_1077,0
acc_1078,0
acc_1079,0
acc_1080,0
acc_1081,0
acc_1082,0
acc_1083,1
acc_1084,0
acc_1085,0
acc_1086,0
acc_1087,0
acc_1088,0
acc_1089,0
acc_1090,0
acc_1091,0
acc_1092,0
acc_1093,0
acc_1094,1
acc_1095,0
acc_1096,0
acc_1097,0
acc_1098,0
acc_1099,0
acc_1100,0
acc_1101,1
acc_1102,0
acc_1103,0
acc_1104,0
acc_1105,0
acc_1106,0
acc_1107,0
acc_1108,0
acc_1109,0
acc_1110,0
acc_1111,0
acc_1112,0
acc_1113,0
acc_1114,0
acc_1115,0
acc_1116,0
acc_1117,0
acc_1118,0
acc_1119,0
acc_1120,0
acc_1121,0
acc_1122,0
acc_1123,0
acc_1124,0
acc_1125,0
acc_1126,0
acc_1127,0
acc_1128,0
acc_1129,0
acc_1130,0
acc_1131,0
acc_1132,0
acc_1133,0
acc_1134,0
acc_1135,1
acc_1136,0
acc_1137,1
acc_1138,0
acc_1139,0
acc_1140,0
acc_1141,0
acc_1142,0
acc_1143,0
acc_1144,0
acc_1145,0
acc_1146,0
acc_1147,0
acc_1148,0
acc_1149,0
acc_1150,0
acc_1151,0
acc_1152,0
acc_1153,0
acc_1154,0
acc_1155,0
acc_1156,0
acc_1157,1
acc_1158,1
acc_1159,0
acc_1160,0
acc_1161,0
acc_1162,0
acc_1163,0
acc_1164,0
acc_1165,0
acc_1166,0
acc_1167,0
acc_1168,0
acc_1169,0
acc_1170,0
acc_1171,0
acc_1172,0
acc_1173,0
acc_1174,1
acc_1175,0
acc_1176,0
acc_1177,0
acc_1178,0
acc_1179,0
acc_1180,0
acc_1181,1
acc_1182,0
acc_1183,0
acc_1184,0
acc_1185,0
acc_1186,0
acc_1187,0
acc_1188,0
acc_1189,0
acc_1190,1
acc_1191,0
acc_1192,0
acc_1193,0
acc_1194,0
acc_1195,0
acc_1196,0
acc_1197,0
acc_1198,0
acc_1199,0
acc_1200,0
acc_1201,1
acc_1202,0
acc_1203,0
acc_1204,0
acc_1205,0
acc_1206,0
acc_1207,0
acc_1208,0
acc_1209,0
acc_1210,0
acc_1211,0
acc_1212,0
acc_1213,0
acc_1214,0
acc_1215,0
acc_1216,0
acc_1217,0
acc_1218,0
acc_1219,0
acc_1220,0
acc_1221,0
acc_1222,1
acc_1223,0
acc_1224,1
acc_1225,0
acc_1226,0
acc_1227,1
acc_1228,0
acc_1229,0
acc_1230,0
acc_1231,0
acc_1232,0
acc_1233,0
acc_1234,0
acc_1235,0
acc_1236,0
acc_1237,1
acc_1238,0
acc_1239,0
acc_1240,0
acc_1241,1
acc_1242,0
acc_1243,1
acc_1244,0
acc_1245,0
acc_1246,0
acc_1247,0
acc_1248,0
acc_1249,0
acc_1250,0
acc_1251,0
acc_1252,0
acc_1253,0
acc_1254,0
acc_1255,0
acc_1256,0
acc_1257,0
acc_1258,0
acc_1259,0
acc_1260,0
acc_1261,0
acc_1262,0
acc_1263,0
acc_1264,0
acc_1265,0
acc_1266,0
acc_1267,0
acc_1268,0
acc_1269,0
acc_1270,1
acc_1271,0
acc_1272,0
acc_1273,0
acc_1274,0
acc_1275,1
acc_1276,0
acc_1277,0
acc_1278,0
acc_1279,1
acc_1280,0
acc_1281,0
acc_1282,0
acc_1283,0
acc_1284,1
acc_1285,0
acc_1286,0
acc_1287,0
acc_1288,0
acc_1289,0
acc_1290,0
acc_1291,0
acc_1292,1
acc_1293,0
acc_1294,0
acc_1295,0
acc_1296,0
acc_1297,0
acc_1298,0
acc_1299,0
acc_1300,0
acc_1301,0
acc_1302,0
acc_1303,0
acc_1304,0
acc_1305,1
acc_1306,0
acc_1307,0
acc_1308,1
acc_1309,0
acc_1310,0
acc_1311,0
acc_1312,0
acc_1313,1
acc_1314,0
acc_1315,0
acc_1316,0
acc_1317,0
acc_1318,0
acc_1319,0
acc_1320,0
acc_1321,1
acc_1322,0
acc_1323,0
acc_1324,1
acc_1325,0
acc_1326,0
acc_1327,0
acc_1328,0
acc_1329,0
acc_1330,0
acc_1331,1
acc_1332,0
acc_1333,0
acc_1334,0
acc_1335,0
acc_1336,0
acc_1337,0
acc_1338,0
acc_1339,1
acc_1340,0
acc_1341,0
acc_1342,0
acc_1343,0
acc_1344,0
acc_1345,0
acc_1346,0
acc_1347,0
acc_1348,0
acc_1349,1
acc_1350,0
acc_1351,0
acc_1352,0
acc_1353,0
acc_1354,0
acc_1355,0
acc_1356,0
acc_1357,0
acc_1358,0
acc_1359,0
acc_1360,0
acc_1361,0
acc_1362,0
acc_1363,1
acc_1364,0
acc_1365,0
acc_1366,0
acc_1367,0
acc_1368,1
acc_1369,0
acc_1370,0
acc_1371,0
acc_1372,0
acc_1373,0
acc_1374,0
acc_1375,0
acc_1376,0
acc_1377,0
acc_1378,1
acc_1379,0
acc_1380,0
acc_1381,0
acc_1382,0
acc_1383,0
acc_1384,1
acc_1385,0
acc_1386,1
acc_1387,0
acc_1388,0
acc_1389,0
acc_1390,0
acc_1391,0
acc_1392,0
acc_1393,0
acc_1394,0
acc_1395,0
acc_1396,0
acc_1397,0
acc_1398,1
acc_1399,1
acc_1400,0
acc_1401,0
acc_1402,1
acc_1403,0
acc_1404,0
acc_1405,0
acc_1406,0
acc_1407,0
acc_1408,0
acc_1409,0
acc_1410,0
acc_1411,0
acc_1412,0
acc_1413,1
acc_1414,0
acc_1415,0
acc_1416,0
acc_1417,0
acc_1418,0
acc_1419,0
acc_1420,1
acc_1421,0
acc_1422,0
acc_1423,0
acc_1424,0
acc_1425,0
acc_1426,0
acc_1427,0
acc_1428,0
acc_1429,0
acc_1430,0
acc_1431,0
acc_1432,0
acc_1433,0
acc_1434,0
acc_1435,1
acc_1436,1
acc_1437,0
acc_1438,1
acc_1439,0
acc_1440,0
acc_1441,0
acc_1442,0
acc_1443,1
acc_1444,0
acc_1445,0
acc_1446,0
acc_1447,0
acc_1448,0
acc_1449,0
acc_1450,0
acc_1451,0
acc_1452,0
acc_1453,0
acc_1454,0
acc_1455,0
acc_1456,0
acc_1457,0
acc_1458,0
acc_1459,0
acc_1460,0
acc_1461,0
acc_1462,1
acc_1463,0
acc_1464,0
acc_1465,0
acc_1466,0
acc_1467,0
acc_1468,0
acc_1469,0
acc_1470,0
acc_1471,0
acc_1472,0
acc_1473,0
acc_1474,0
acc_1475,0
acc_1476,0
acc_1477,0
acc_1478,0
acc_1479,0
acc_1480,0
acc_1481,0
acc_1482,1
acc_1483,0
acc_1484,1
acc_1485,0
acc_1486,0
acc_1487,0
acc_1488,0
acc_1489,1
acc_1490,0
acc_1491,0
acc_1492,0
acc_1493,0
acc_1494,0
acc_1495,0
acc_1496,0
acc_1497,0
acc_1498,0
acc_1499,0
acc_1500,1
acc_1501,0
acc_1502,0
acc_1503,1
acc_1504,1
acc_1505,1
acc_1506,1
acc_1507,0
acc_1508,0
acc_1509,0
acc_1510,0
acc_1511,0
acc_1512,0
acc_1513,0
acc_1514,0
acc_1515,0
acc_1516,0
acc_1517,0
acc_1518,0
acc_1519,0
acc_1520,0
acc_1521,1
acc_1522,0
acc_1523,1
acc_1524,0
acc_1525,1
acc_1526,0
acc_1527,0
acc_1528,0
acc_1529,0
acc_1530,0
acc_1531,0
acc_1532,0
acc_1533,0
acc_1534,0
acc_1535,0
acc_1536,1
acc_1537,0
acc_1538,0
acc_1539,1
acc_1540,0
acc_1541,0
acc_1542,0
acc_1543,0
acc_1544,0
acc_1545,0
acc_1546,0
acc_1547,0
acc_1548,0
acc_1549,0
acc_1550,0
acc_1551,0
acc_1552,0
acc_1553,0
acc_1554,0
acc_1555,0
acc_1556,0
acc_1557,0
acc_1558,0
acc_1559,0
acc_1560,0
acc_1561,0
acc_1562,0
acc_1563,0
acc_1564,0
acc_1565,0
acc_1566,0
acc_1567,0
acc_1568,0
acc_1569,0
acc_1570,0
acc_1571,1
acc_1572,0
acc_1573,0
acc_1574,0
acc_1575,0
acc_1576,0
acc_1577,1
acc_1578,0
acc_1579,0
acc_1580,1
acc_1581,0
acc_1582,0
acc_1583,0
acc_1584,0
acc_1585,0
acc_1586,1
acc_1587,0
acc_1588,0
acc_1589,0
acc_1590,0
acc_1591,1
acc_1592,1
acc_1593,0
acc_1594,1
acc_1595,0
acc_1596,0
acc_1597,0
acc_1598,0
acc_1599,0
acc_1600,0
acc_1601,0
acc_1602,0
acc_1603,0
acc_1604,1
acc_1605,0
acc_1606,0
acc_1607,0
acc_1608,0
acc_1609,0
acc_1610,0
acc_1611,0
acc_1612,0
acc_1613,0
acc_1614,0
acc_1615,1
acc_1616,0
acc_1617,0
acc_1618,0
acc_1619,0
acc_1620,0
acc_1621,0
acc_1622,0
acc_1623,0
acc_1624,0
acc_1625,0
acc_1626,1
acc_1627,0
acc_1628,0
acc_1629,0
acc_1630,0
acc_1631,0
acc_1632,0
acc_1633,0
acc_1634,0
acc_1635,0
acc_1636,0
acc_1637,0
acc_1638,0
acc_1639,0
acc_1640,0
acc_1641,1
acc_1642,0
acc_1643,0
acc_1644,0
acc_1645,0
acc_1646,0
acc_1647,0
acc_1648,0
acc_1649,1
acc_1650,0
acc_1651,0
acc_1652,0
acc_1653,0
acc_1654,0
acc_1655,1
acc_1656,1
acc_1657,0
acc_1658,1
acc_1659,1
acc_1660,0
acc_1661,0
acc_1662,0
acc_1663,1
acc_1664,0
acc_1665,0
acc_1666,1
acc_1667,0
acc_1668,0
acc_1669,0
acc_1670,0
acc_1671,0
acc_1672,0
acc_1673,0
acc_1674,0
acc_1675,0
acc_1676,1
acc_1677,0
acc_1678,0
acc_1679,0
acc_1680,0
acc_1681,0
acc_1682,1
acc_1683,0
acc_1684,0
acc_1685,0
acc_1686,0
acc_1687,0
acc_1688,0
acc_1689,0
acc_1690,0
acc_1691,0
acc_1692,0
acc_1693,0
acc_1694,0
acc_1695,0
acc_1696,1
acc_1697,0
acc_1698,0
acc_1699,0
acc_1700,0
acc_1701,0
acc_1702,0
acc_1703,0
acc_1704,0
acc_1705,1
acc_1706,0
acc_1707,0
acc_1708,0
acc_1709,1
acc_1710,0
acc_1711,0
acc_1712,0
acc_1713,0
acc_1714,0
acc_1715,0
acc_1716,0
acc_1717,0
acc_1718,0
acc_1719,0
acc_1720,1
acc_1721,0
acc_1722,0
acc_1723,0
acc_1724,0
acc_1725,1
acc_1726,0
acc_1727,0
acc_1728,0
acc_1729,0
acc_1730,0
acc_1731,0
acc_1732,0
acc_1733,0
acc_1734,0
acc_1735,0
acc_1736,0
acc_1737,0
acc_1738,1
acc_1739,0
acc_1740,0
acc_1741,0
acc_1742,0
acc_1743,0
acc_1744,0
acc_1745,0
acc_1746,0
acc_1747,0
acc_1748,0
acc_1749,0
acc_1750,0
acc_1751,0
acc_1752,0
acc_1753,0
acc_1754,1
acc_1755,0
acc_1756,0
acc_1757,0
acc_1758,1
acc_1759,0
acc_1760,0
acc_1761,0
acc_1762,1
acc_1763,0
acc_1764,0
acc_1765,0
acc_1766,0
acc_1767,0
acc_1768,0
acc_1769,0
acc_1770,0
acc_1771,1
acc_1772,0
acc_1773,0
acc_1774,1
acc_1775,0
acc_1776,0
acc_1777,0
acc_1778,1
acc_1779,0
acc_1780,0
acc_1781,0
acc_1782,1
acc_1783,0
acc_1784,0
acc_1785,0
acc_1786,0
acc_1787,0
acc_1788,1
acc_1789,0
acc_1790,0
acc_1791,0
acc_1792,0
acc_1793,0
acc_1794,0
acc_1795,0
acc_1796,0
acc_1797,0
acc_1798,0
acc_1799,0
acc_1800,0
acc_1801,0
acc_1802,0
acc_1803,1
acc_1804,0
acc_1805,0
acc_1806,0
acc_1807,0
acc_1808,0
acc_1809,0
acc_1810,0
acc_1811,0
acc_1812,0
acc_1813,0
acc_1814,0
acc_1815,1
acc_1816,1
acc_1817,0
acc_1818,0
acc_1819,0
acc_1820,0
acc_1821,0
acc_1822,0
acc_1823,0
acc_1824,0
acc_1825,0
acc_1826,0
acc_1827,0
acc_1828,0
acc_1829,0
acc_1830,0
acc_1831,0
acc_1832,0
acc_1833,0
acc_1834,0
acc_1835,0
acc_1836,0
acc_1837,0
acc_1838,0
acc_1839,0
acc_1840,0
acc_1841,1
acc_1842,0
acc_1843,0
acc_1844,0
acc_1845,0
acc_1846,0
acc_1847,0
acc_1848,0
acc_1849,1
acc_1850,0
acc_1851,0
acc_1852,0
acc_1853,0
acc_1854,1
acc_1855,0
acc_1856,0
acc_1857,0
acc_1858,0
acc_1859,0
acc_1860,1
acc_1861,0
acc_1862,0
acc_1863,0
acc_1864,0
acc_1865,0
acc_1866,0
acc_1867,0
acc_1868,0
acc_1869,0
acc_1870,0
acc_1871,0
